dataset_slug	card_id	extractor	status	signature_dir	source_meta_path
gtex_bulk_rna_grouped	GTEx_OpenAccess__BulkRNA__Muscle_Skeletal_vs_rest	rna_deg_multi	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/gtex_bulk_rna_grouped/comparison=muscle_skeletal_vs_rest	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/gtex_bulk_rna_grouped/cards/GTEx_OpenAccess__BulkRNA__Muscle_Skeletal_vs_rest.source_meta.json
gtex_bulk_rna_grouped	GTEx_OpenAccess__BulkRNA__Liver_vs_rest	rna_deg_multi	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/gtex_bulk_rna_grouped/comparison=liver_vs_rest	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/gtex_bulk_rna_grouped/cards/GTEx_OpenAccess__BulkRNA__Liver_vs_rest.source_meta.json
gtex_bulk_rna_grouped	GTEx_OpenAccess__BulkRNA__Whole_Blood_vs_rest	rna_deg_multi	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/gtex_bulk_rna_grouped/comparison=whole_blood_vs_rest	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/gtex_bulk_rna_grouped/cards/GTEx_OpenAccess__BulkRNA__Whole_Blood_vs_rest.source_meta.json
gtex_bulk_rna_grouped	GTEx_OpenAccess__BulkRNA__Lung_vs_rest	rna_deg_multi	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/gtex_bulk_rna_grouped/comparison=lung_vs_rest	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/gtex_bulk_rna_grouped/cards/GTEx_OpenAccess__BulkRNA__Lung_vs_rest.source_meta.json
gtex_bulk_rna_grouped	GTEx_OpenAccess__BulkRNA__Pancreas_vs_rest	rna_deg_multi	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/gtex_bulk_rna_grouped/comparison=pancreas_vs_rest	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/gtex_bulk_rna_grouped/cards/GTEx_OpenAccess__BulkRNA__Pancreas_vs_rest.source_meta.json
hubmap_liver_scrna_markers	HuBMAP_Liver__scRNA__Leiden0_APOC1	sc_rna_marker	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/hubmap_liver_scrna_markers/group=0	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/hubmap_liver_scrna_markers/cards/HuBMAP_Liver__scRNA__Leiden0_APOC1.source_meta.json
hubmap_liver_scrna_markers	HuBMAP_Liver__scRNA__Leiden5_FCN3	sc_rna_marker	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/hubmap_liver_scrna_markers/group=5	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/hubmap_liver_scrna_markers/cards/HuBMAP_Liver__scRNA__Leiden5_FCN3.source_meta.json
hubmap_liver_scrna_markers	HuBMAP_Liver__scRNA__Leiden7_AIF1	sc_rna_marker	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/hubmap_liver_scrna_markers/group=7	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/hubmap_liver_scrna_markers/cards/HuBMAP_Liver__scRNA__Leiden7_AIF1.source_meta.json
hubmap_liver_scrna_markers	HuBMAP_Liver__scRNA__Leiden8_IGFBP7	sc_rna_marker	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/hubmap_liver_scrna_markers/group=8	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/hubmap_liver_scrna_markers/cards/HuBMAP_Liver__scRNA__Leiden8_IGFBP7.source_meta.json
hubmap_liver_scrna_markers	HuBMAP_Liver__scRNA__Leiden9_MZB1	sc_rna_marker	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/hubmap_liver_scrna_markers/group=9	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/hubmap_liver_scrna_markers/cards/HuBMAP_Liver__scRNA__Leiden9_MZB1.source_meta.json
hubmap_liver_scrna_markers	HuBMAP_Liver__scRNA__Leiden15_FXYD2	sc_rna_marker	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/hubmap_liver_scrna_markers/group=15	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/hubmap_liver_scrna_markers/cards/HuBMAP_Liver__scRNA__Leiden15_FXYD2.source_meta.json
motrpac_wat_proteomics_diff	MoTrPAC_WAT__Proteomics__F_1W_vs_F_SED	proteomics_diff	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/motrpac_wat_proteomics_diff	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/motrpac_wat_proteomics_diff/source_meta.json
motrpac_wat_ptm	MoTrPAC_WAT__Phosphoproteomics__F_1W_vs_F_SED	ptm_site_diff	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/motrpac_wat_ptm	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/motrpac_wat_ptm/source_meta.json
4dn_atac_bulk_4DNFIUALWN8X_pvalb	4DN_4DNFIUALWN8X__ATAC__PVALB	atac_bulk	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/4dn_atac_bulk_4DNFIUALWN8X_pvalb	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/4dn_atac_bulk_4DNFIUALWN8X_pvalb/source_meta.json
4dn_chipseq_peak_4DNFIGINV1VI_h3k27ac	4DN_4DNFIGINV1VI__ChIPseq__H3K27ac_HCT116	chipseq_peak	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/4dn_chipseq_peak_4DNFIGINV1VI_h3k27ac	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/4dn_chipseq_peak_4DNFIGINV1VI_h3k27ac/source_meta.json
tcga_brca_splice_event_matrix	TCGA_BRCA__Splicing__Tumor_vs_Normal	splice_event_matrix	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/tcga_brca_splice_event_matrix	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/tcga_brca_splice_event_matrix/source_meta.json
depmap_prism_quick_grouped	DepMap_PRISM__DrugResponse__Lung	drug_response_screen	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/depmap_prism_quick_grouped/program=group_lung__vs_rest	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/depmap_prism_quick_grouped/cards/DepMap_PRISM__DrugResponse__Lung.source_meta.json
depmap_prism_quick_grouped	DepMap_PRISM__DrugResponse__Pancreas	drug_response_screen	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/depmap_prism_quick_grouped/program=group_pancreas__vs_rest	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/depmap_prism_quick_grouped/cards/DepMap_PRISM__DrugResponse__Pancreas.source_meta.json
depmap_prism_quick_grouped	DepMap_PRISM__DrugResponse__Breast	drug_response_screen	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/depmap_prism_quick_grouped/program=group_breast__vs_rest	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/depmap_prism_quick_grouped/cards/DepMap_PRISM__DrugResponse__Breast.source_meta.json
tcga_brca_cnv_segments	TCGA_BRCA__CNV__TCGA_3C_AAAU_01__Amp	cnv_gene_extractor	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/tcga_brca_cnv_segments/sample=TCGA-3C-AAAU-01/program=amp	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/tcga_brca_cnv_segments/cards/TCGA_BRCA__CNV__TCGA_3C_AAAU_01__Amp.source_meta.json
tcga_brca_cnv_segments	TCGA_BRCA__CNV__TCGA_3C_AAAU_01__Del	cnv_gene_extractor	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/tcga_brca_cnv_segments/sample=TCGA-3C-AAAU-01/program=del	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/tcga_brca_cnv_segments/cards/TCGA_BRCA__CNV__TCGA_3C_AAAU_01__Del.source_meta.json
jump_cellpainting_u2os_morphology	JUMP_CellPainting__Morphology__NTRK1_compound_LOXO101	morphology_profile_query	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/jump_cellpainting_u2os_morphology/program=BRD-K36574127-001-01-3__polarity=similar	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/jump_cellpainting_u2os_morphology/cards/JUMP_CellPainting__Morphology__NTRK1_compound_LOXO101.source_meta.json
jump_cellpainting_u2os_morphology	JUMP_CellPainting__Morphology__KCNN4_compound_quinine	morphology_profile_query	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/jump_cellpainting_u2os_morphology/program=BRD-K48278478-001-01-2__polarity=similar	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/jump_cellpainting_u2os_morphology/cards/JUMP_CellPainting__Morphology__KCNN4_compound_quinine.source_meta.json
jump_cellpainting_u2os_morphology	JUMP_CellPainting__Morphology__KCNN4_orf	morphology_profile_query	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/jump_cellpainting_u2os_morphology/program=ccsbBroad304_00902__polarity=similar	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/jump_cellpainting_u2os_morphology/cards/JUMP_CellPainting__Morphology__KCNN4_orf.source_meta.json
jump_cellpainting_u2os_morphology	JUMP_CellPainting__Morphology__NTRK1_orf	morphology_profile_query	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/jump_cellpainting_u2os_morphology/program=ccsbBroad304_14720__polarity=similar	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/jump_cellpainting_u2os_morphology/cards/JUMP_CellPainting__Morphology__NTRK1_orf.source_meta.json
calr_fig2_ontology_grouped	CalR_FIG2__Ontology__HFD_global	calr_ontology_mapper	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/calr_fig2_ontology_grouped/program=global__mode=expanded__contrast=HFD	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/calr_fig2_ontology_grouped/cards/CalR_FIG2__Ontology__HFD_global.source_meta.json
calr_fig2_ontology_grouped	CalR_FIG2__Ontology__LFD_global	calr_ontology_mapper	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/calr_fig2_ontology_grouped/program=global__mode=expanded__contrast=LFD	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/calr_fig2_ontology_grouped/cards/CalR_FIG2__Ontology__LFD_global.source_meta.json
calr_fig2_profile_query_public_grouped	CalR_FIG2__ProfileQuery__HFD_global	calr_profile_query	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/calr_fig2_profile_query_public_grouped/program=global__mode=core__contrast=HFD	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/calr_fig2_profile_query_public_grouped/cards/CalR_FIG2__ProfileQuery__HFD_global.source_meta.json
calr_fig2_profile_query_public_grouped	CalR_FIG2__ProfileQuery__LFD_global	calr_profile_query	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/calr_fig2_profile_query_public_grouped/program=global__mode=core__contrast=LFD	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/calr_fig2_profile_query_public_grouped/cards/CalR_FIG2__ProfileQuery__LFD_global.source_meta.json
gse42752_methylation_cpg_diff	GEO_GSE42752__Methylation__Tumor_vs_MatchedNormal	methylation_cpg_diff	success	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_outputs/gse42752_methylation_cpg_diff	/Users/flannick/codex-workspace/analysis/gene_set_extractors/ui_test/prototype_inputs/gse42752_methylation_cpg_diff/source_meta.json
